Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std,Pandora Closest Distance,Pandora Closest Long,Pandora Distance,Pandora Long,Prometheus Closest Distance,Prometheus Closest Long,Prometheus Distance,Prometheus Long
ISS_108RI_SPKMVLFLP001_PRIME,0,10862,2009-04-10T09:49:18,0.0,359.98,250.25,66.301,149.421,106.94,169.704,170.327,170.012,255.974,339.717,296.928,70.840485,161.53357,93.46843,33.55067,41.621437,36.28628,66.48016,74.85807,70.82827,88.11452449,60.34,1.43160428,1.47481795,0.2724727,0.45113988,0.48555259,0.12212209,595.168,130.841,NaN,NaN,213.126,31.823,NaN,NaN
ISS_109RI_TDIFS20HP001_CIRS,0,12761,2009-04-21T12:42:06,0.0,359.98,154.6,244.318,328.619,296.173,199.73,200.53,200.173,43.787,128.888,96.0,66.32926,125.6247,79.33715,143.66544,148.0075,145.47516,55.42003,59.832817,57.221832,88.2870336,70.89,4.50071997,5.14436615,2.08208895,2.3792744,2.79034473,1.16026004,590.122,26.644,1926.118,28.24,210.803,90.811,1111.997,88.38
ISS_110RF_FMOVIE002_PRIME,0,12596,2009-05-10T09:03:58,49.94,302.24,176.13,249.566,262.004,256.156,250.626,251.841,251.235,0.0,359.999,18.211,5.531809,5.761377,5.638957,52.805702,66.2597,59.30959,56.305046,70.077415,63.25205,88.58032899,69.98,1.17311694,1.23826173,0.30205789,0.52333613,0.54843847,0.1204917,582.898,212.974,1863.366,217.46,207.209,189.122,373.818,188.9
ISS_111RF_FMOVIE002_PRIME,0,9598,2009-05-26T09:08:14,0.0,359.98,243.25,273.695,285.571,277.437,293.838,294.689,294.246,339.837,351.733,343.19,5.235607,21.119284,5.816235,34.34401,38.285255,36.10233,92.94914,103.17809,97.956856,88.82511891,53.32,3.94519583,4.81920239,2.58727622,0.52607228,0.53558322,0.09113141,580.105,68.235,NaN,NaN,204.759,274.32,NaN,NaN
ISS_112RF_FMOVIE002_PRIME_1,0,9094,2009-06-10T11:51:26,0.0,359.98,205.66,115.189,122.178,119.574,334.647,335.46,335.058,139.729,147.53,144.516,4.214558,5.5319166,4.6161976,17.098747,21.66051,18.8013,97.7894,109.73838,104.14325,89.05793106,50.52,2.1069074,2.10915654,0.54182964,0.47066821,0.48478173,0.07123459,579.931,289.269,NaN,NaN,205.092,356.242,NaN,NaN
ISS_112RF_FMOVIE002_PRIME_2,0,6496,2009-06-10T19:18:22,0.0,359.98,187.35,294.494,299.082,295.539,335.486,336.072,335.773,318.683,323.596,319.766,5.1981945,5.9433274,5.2974734,33.752274,34.878727,34.217342,109.64929,117.23621,113.52755,89.06137421,36.09,1.31982003,1.33947494,0.12102308,0.52918576,0.5352932,0.07616681,579.932,289.269,NaN,NaN,205.092,356.242,NaN,NaN
ISS_114RF_FMOVIEEQX001_PRIME,0,14925,2009-07-13T20:02:06,0.0,359.98,168.93,220.488,226.548,224.846,64.677,66.043,65.367,154.445,161.426,159.479,8.778051,9.724829,9.20379,88.16686,92.176735,90.24953,130.7217,132.91011,131.88211,89.57431509,82.92,1.08534211,1.08030867,0.22615884,0.72186685,0.72023924,0.14661406,586.588,342.288,NaN,NaN,208.99,173.202,1449.308,171.36
ISS_115RF_FMOVIEEQX001_PRIME,0,15671,2009-07-30T01:05:34,0.0,359.98,181.49,231.545,240.925,236.854,108.449,109.864,109.159,121.681,132.476,127.694,9.999373,11.023145,10.384252,98.87824,101.838196,100.41279,117.34717,119.10134,118.22035,89.82384793,87.06,1.55579872,1.56032943,0.28563988,0.73547098,0.73753249,0.13369566,587.42,197.447,1789.605,193.02,210.341,258.406,790.073,258.94
ISS_132RI_FMOVIE001_VIMS,0,15201,2010-05-31T23:02:54,32.6,347.02,194.4,262.103,277.66,267.833,214.496,215.92,215.18,47.144,61.74,52.654,7.372074,10.828643,8.09734,119.85024,125.546646,122.47649,79.423874,80.13897,79.85404,85.53846367,84.45,5.8131259,5.86780308,0.70606805,1.02149694,1.03340831,0.12405826,579.121,266.577,2358.24,268.94,209.705,86.947,212.023,86.96
ISS_134RI_SPKMVDFHP001_PRIME,0,17665,2010-07-02T21:24:14,0.0,359.98,178.97,255.28,291.4,273.193,300.719,302.518,301.68,314.561,348.882,331.513,68.92824,107.16242,82.84264,123.15765,131.44096,127.2587,105.57593,107.69819,106.58581,85.06217696,98.14,4.02370708,4.17917289,0.85841834,1.15659351,1.19391594,0.25275975,576.321,331.28,2291.457,334.76,206.301,257.326,359.726,257.1
ISS_166RI_FNTLPMOV001_PRIME,0,11620,2012-05-23T12:10:06,45.86,287.94,166.38,187.985,230.19,205.202,5.552,6.48,6.001,181.505,224.638,199.202,19.999493,69.47682,29.538076,45.53184,47.598915,46.647884,92.97794,93.59436,93.267525,75.57645192,64.56,8.06785081,8.23859717,1.27368532,0.44957697,0.47062806,0.08403004,786.56,120.73,861.437,120.46,268.99,330.554,NaN,NaN
ISS_168RF_FMOVIE001_PRIME,0,10728,2012-06-25T03:03:58,0.0,359.98,191.05,275.07,288.15,277.759,93.637,94.636,94.12,180.825,194.513,183.639,10.752375,14.074018,11.406833,108.71253,111.519875,110.10214,110.622635,111.00453,110.77294,75.17375467,59.6,2.52229375,2.75237987,0.84778978,0.89501719,0.97601681,0.30028756,804.356,179.747,NaN,NaN,279.012,144.232,NaN,NaN
ISS_168RI_SPOKEMOV001_PRIME,0,17556,2012-06-24T11:10:54,0.0,359.98,177.36,42.545,112.525,84.162,91.849,93.5,92.677,2.766,324.324,108.737,139.9789,217.64413,167.58954,97.227455,100.984695,98.9273,109.5648,111.241264,110.18846,75.18117857,97.53,2.10209384,2.29819478,0.70919742,0.72395537,0.79217793,0.24151894,803.889,185.535,1669.718,186.5,278.875,140.956,314.648,140.82
ISS_172RF_FMOVIE001_PRIME,0,15213,2012-09-20T17:37:33,0.0,359.98,170.83,273.05,282.9,278.464,330.195,331.609,330.91,302.531,311.305,307.554,10.02026,10.9173,10.461224,110.86728,115.31748,113.05666,121.61432,122.18835,121.903145,74.11723353,84.52,1.79943852,1.91343486,0.54499954,0.95145634,1.01136833,0.28868795,857.212,94.687,2106.112,96.74,285.613,249.652,NaN,NaN
ISS_172RI_EGAPMOVMP002_PRIME,0,17969,2012-10-01T13:11:25,0.0,359.98,180.02,226.285,236.81,231.795,0.006,359.987,134.023,226.847,237.33,231.583,14.31293,14.867898,14.571996,71.71768,74.50857,73.109764,114.71967,116.27462,115.50692,73.98809547,99.83,1.5004535,1.6069042,0.47290608,0.64759964,0.69165234,0.20190566,860.136,356.171,1809.438,354.2,288.291,308.658,1351.217,307.06
ISS_172RI_SPOKEMOV001_PRIME,0,17926,2012-09-18T19:10:21,0.0,359.98,180.11,10.235,113.59,61.083,324.971,326.16,325.561,44.075,148.619,95.523,137.0731,215.97952,152.66362,92.01531,96.55973,93.30324,118.42712,121.81139,120.20701,74.14366588,99.59,1.37192773,1.46220625,0.42181569,0.68831891,0.73500639,0.21082592,857.022,112.073,NaN,NaN,285.384,239.818,NaN,NaN
ISS_172RI_SPOKEMOV002_PRIME,0,17301,2012-09-19T17:55:41,0.0,359.98,182.32,215.625,313.725,267.904,327.53,328.69,328.124,246.935,346.195,299.78,116.781425,209.69724,128.89081,103.059814,106.84696,105.33877,119.42218,122.141335,120.85719,74.13011311,96.12,1.67012014,1.78224773,0.50222079,0.85602693,0.91414402,0.2579525,857.043,106.278,NaN,NaN,285.751,246.374,950.733,245.5
ISS_173RF_FMOVIE001_PRIME_1,0,11321,2012-10-15T19:43:57,3.64,232.72,117.94,107.14,143.095,124.658,37.939,38.836,38.387,68.304,105.156,86.272,7.7177973,9.039368,8.034547,137.36513,142.12177,139.50485,123.75617,124.32153,124.078415,73.82718137,62.89,3.70975413,3.74025446,0.68162141,2.08002125,2.09592887,0.38279894,863.513,228.675,NaN,NaN,292.246,24.048,435.653,24.24
ISS_173RF_FMOVIE001_PRIME_2,0,11426,2012-10-16T03:46:37,3.48,232.06,117.77,302.105,337.56,319.939,38.845,39.741,39.294,262.364,298.715,280.646,7.213976,9.848021,7.8736424,153.2955,160.86551,157.20512,118.24112,123.41418,120.86068,73.82084172,63.48,10.54854946,10.17270184,1.95978329,5.31600282,5.18236127,0.84426041,863.922,222.881,2119.745,225.24,292.432,27.326,1158.904,26.14
ISS_173RI_SPOKEMOV001_PRIME,0,16948,2012-10-06T19:24:45,0.0,359.98,174.96,200.665,315.355,254.965,13.602,14.642,14.107,186.023,301.753,240.858,162.08391,258.85403,175.94937,91.36581,94.0043,93.09748,123.257065,125.589935,124.37885,73.92959462,94.16,1.32922889,1.40242622,0.37131433,0.75176638,0.79234738,0.21147051,861.309,309.807,1664.773,308.18,289.303,334.881,1392.65,336.34
ISS_173RI_SPOKEMOV002_PRIME,0,11654,2012-10-10T23:56:13,0.0,359.98,149.87,46.265,157.4,97.135,24.911,25.487,25.178,20.778,132.489,71.957,151.21317,245.30788,166.86331,103.17243,105.07287,103.905815,126.40171,129.7867,127.992165,73.88493179,64.74,1.29921393,1.38717294,0.37991571,0.79827985,0.85538062,0.24178479,862.476,269.244,NaN,NaN,291.213,357.825,NaN,NaN
ISS_173RI_SPOKEMOV003_PRIME,0,17683,2012-10-12T20:55:25,0.0,359.98,179.55,98.24,103.085,99.712,29.974,31.634,30.799,66.755,71.641,68.913,119.084625,128.26562,123.49176,112.39741,116.0775,114.19165,128.90048,129.15361,129.0385,73.85836077,98.24,1.46917509,1.56205371,0.41248459,0.92547216,0.98382611,0.25973292,862.683,251.856,NaN,NaN,291.729,7.66,426.598,7.84
ISS_174RF_FRSTRCHAN001_PRIME_1,0,8977,2012-11-08T21:59:57,0.0,359.98,200.13,316.685,322.47,320.748,103.0,103.81,103.411,213.105,219.418,217.338,7.4197116,7.946328,7.6617928,150.42447,156.162,153.24744,121.0525,123.744606,122.498184,73.54504831,49.87,7.50425316,7.83792752,1.46965933,4.00399795,4.20553413,0.76674157,875.687,2.64,1689.668,6.74,300.415,151.883,NaN,NaN
ISS_174RF_FRSTRCHAN001_PRIME_2,0,8985,2012-11-09T05:18:21,0.0,359.98,199.91,133.855,139.77,136.294,103.822,104.631,104.224,29.629,35.948,32.07,6.4428396,7.2859817,6.800552,143.81628,149.51744,146.55724,119.1272,121.81354,120.56555,73.54318713,49.92,5.56189837,5.84616028,1.21115938,2.80256094,2.96812263,0.598432,875.687,2.638,1339.583,3.26,300.512,155.162,NaN,NaN
ISS_174RI_SPOKEMOV001_PRIME,0,17547,2012-11-02T19:58:21,0.0,359.98,181.62,57.485,105.765,83.707,86.57,90.077,88.904,8.773,335.095,149.722,151.95348,165.06659,159.44014,98.51032,104.230255,102.02736,127.401726,129.37733,128.10072,73.60604012,97.48,1.23603056,1.31814215,0.33890964,0.7615968,0.81315948,0.20859215,871.898,60.602,1944.193,56.28,298.814,119.105,359.323,125.48
ISS_174RI_SPOKEMOV002_PRIME,0,17975,2012-11-05T10:47:25,0.0,359.98,180.04,98.77,107.375,103.044,93.639,95.292,94.475,3.588,13.673,8.569,124.2461,138.33453,130.43658,110.12398,113.58363,111.84318,128.50891,129.05482,128.78526,73.58369426,99.86,1.42241492,1.52380196,0.39359054,0.89102183,0.95453326,0.2465408,873.588,37.417,1555.665,38.26,299.433,135.495,348.312,135.34
ISS_174RI_SPOKEMOV004_PRIME,0,15530,2012-11-07T23:09:17,0.0,359.98,187.13,100.015,169.04,120.29,100.43,101.553,100.926,0.002,359.982,21.149,87.80473,150.9529,96.177605,127.698395,132.20514,129.72693,125.03404,127.60181,126.7825,73.55633743,86.28,2.36289172,2.52735697,0.59670605,1.41254616,1.51318193,0.35840093,875.578,14.23,1525.745,15.04,300.185,148.605,NaN,NaN
ISS_176RF_FMOVIE001_PRIME,0,15762,2012-12-06T18:33:01,0.0,359.98,182.27,0.0,359.995,118.393,178.22,179.889,179.042,176.035,191.806,183.622,8.231553,9.425564,8.839818,103.37802,111.67881,107.353325,146.12732,148.36385,147.34033,73.22226133,87.57,1.01901215,1.10995043,0.36377136,0.85765317,0.93472686,0.30740056,897.983,107.553,1233.27,106.74,305.763,299.406,1003.013,300.0
ISS_177RF_FMOVIE001_PRIME_1,0,7279,2012-12-18T20:33:33,0.0,359.98,73.38,237.055,241.615,239.99,210.849,211.504,211.179,25.551,30.701,28.811,9.538636,9.729951,9.631253,93.81783,96.50203,95.16114,135.55908,136.70581,136.1401,73.08681601,40.44,1.06324854,1.13498729,0.30500236,0.7661505,0.81836282,0.22061675,909.129,357.373,NaN,NaN,306.036,4.978,307.016,4.94
ISS_177RF_FMOVIE001_PRIME_2,0,7242,2012-12-19T02:29:49,0.0,359.98,72.84,20.8,24.97,23.374,211.518,212.171,211.846,168.629,173.388,171.528,9.728523,10.032331,9.881216,89.2124,92.20657,90.66387,139.67523,141.3828,140.50902,73.08630497,40.23,0.90437204,0.9711272,0.27673153,0.69683515,0.74943124,0.21451552,909.128,357.375,NaN,NaN,305.968,8.257,1259.665,5.88
ISS_177RF_FRSTRCHAN001_PRIME_1,0,8656,2012-12-25T02:34:37,0.0,359.98,208.72,180.73,194.135,190.393,227.728,228.476,228.116,312.254,326.407,322.277,5.7965064,10.681469,6.193674,16.325441,21.399899,18.97744,75.7644,81.6374,78.85656,73.01643283,48.09,2.98954807,2.99190669,0.75956703,0.54270066,0.56932726,0.14627952,913.595,299.387,NaN,NaN,305.379,37.757,667.001,37.2
ISS_177RF_FRSTRCHAN001_PRIME_2,0,5583,2012-12-25T09:20:29,0.0,359.98,161.86,0.01,359.99,350.699,228.487,228.934,228.724,116.676,135.499,127.907,6.336169,16.550337,7.137301,9.754965,13.515151,11.771193,81.4745,84.341255,83.00716,73.01515412,31.02,5.02609269,5.20442268,1.32963541,0.59591515,0.62621805,0.15533632,913.595,299.387,NaN,NaN,305.355,41.035,896.716,38.26
ISS_177RI_SPOKEMOV001_PRIME,0,15995,2012-12-19T19:33:17,0.0,359.98,173.8,99.445,145.185,111.904,213.436,214.808,214.026,245.973,291.749,257.878,92.04292,121.25381,97.326805,94.82218,101.83739,97.854324,136.66621,139.70624,138.86742,73.07531617,88.86,1.05895246,1.12438143,0.29783004,0.79879912,0.84659101,0.22373979,909.454,351.576,NaN,NaN,305.835,11.534,1208.473,10.24
ISS_178RI_SPOKEMOV001_PRIME,0,14233,2013-01-02T11:35:25,0.0,359.98,167.82,119.725,158.285,132.735,250.344,251.564,250.893,229.381,267.941,241.842,90.81138,114.30919,97.93127,100.09155,107.80132,103.58109,137.66391,139.63347,139.05984,72.92053377,79.07,1.08818956,1.15170063,0.3103655,0.82230291,0.86994193,0.23452906,920.719,224.003,NaN,NaN,305.183,83.65,1345.318,82.0
ISS_179RF_FMOVIE001_PRIME,0,17938,2013-01-13T18:33:33,0.0,359.98,179.97,258.41,261.38,259.88,280.83,282.49,281.66,336.148,340.315,338.219,9.499176,10.25125,9.851367,87.332825,93.61426,90.42876,133.78603,136.84299,135.33899,72.7895668,99.66,1.02097553,1.07988119,0.26384397,0.72835353,0.76753674,0.18549304,927.693,119.617,1811.34,120.86,305.003,142.652,518.289,142.28
ISS_179RF_FRINGPHOT001_VIMS,0,4080,2013-01-17T23:20:29,76.42,166.56,123.22,147.38,156.54,151.792,292.169,292.613,292.383,215.211,223.936,219.41,3.7163885,4.112118,3.9219794,151.91298,160.86594,156.1248,116.809944,123.91072,120.62839,72.74964398,22.67,10.41877872,10.81372145,2.57208712,5.32923443,5.46497489,1.13715998,930.599,79.022,NaN,NaN,305.107,165.599,NaN,NaN
ISS_179RI_SPOKEMOV001_PRIME,0,15666,2013-01-16T03:13:33,0.0,359.98,180.64,120.71,151.95,135.514,287.206,288.607,287.862,193.504,224.744,207.652,80.009895,102.193306,87.23088,104.78953,115.00646,109.41491,138.59177,140.21703,139.65819,72.76637166,87.03,1.13523762,1.18790391,0.26682455,0.86490368,0.90514398,0.20188948,929.355,96.42,1574.655,100.72,304.928,155.763,1377.384,153.94
ISS_180RF_FMOVIE001_PRIME,0,15048,2013-01-27T17:43:25,0.0,359.98,195.74,331.025,335.24,333.233,318.539,319.923,319.231,11.261,16.603,14.001,10.650917,11.657373,11.164731,90.55701,96.79743,93.62282,139.9578,142.78957,141.39201,72.63550749,83.6,0.92000726,0.96996647,0.22807956,0.71832249,0.75796561,0.1783904,934.508,352.036,NaN,NaN,306.545,218.046,705.566,217.44
ISS_180RF_HIRESFRNG001_PRIME,0,4197,2013-02-01T15:06:37,233.08,321.64,276.57,192.92,197.085,194.97,331.747,332.166,331.96,221.169,224.925,223.009,2.8328922,3.1786208,3.0012445,50.883926,66.65462,58.361908,22.25743,28.135237,24.703655,72.58488168,23.32,0.6300436,0.65232517,0.10705289,0.5709631,0.59208767,0.09560305,936.75,305.639,NaN,NaN,307.481,244.27,NaN,NaN
ISS_180RI_SPOKEMOV001_PRIME,0,7177,2013-01-28T17:14:05,0.0,359.98,226.01,117.31,157.625,125.221,321.186,321.695,321.374,156.118,196.439,163.847,103.38702,123.783966,108.337364,95.34546,98.09428,96.61375,136.5711,138.31725,137.74777,72.62954985,39.87,0.91270984,0.98022585,0.24287566,0.67573666,0.72500486,0.17718527,934.825,340.436,NaN,NaN,306.692,221.324,NaN,NaN
ISS_180RI_SPOKEMOV002_PRIME,0,9631,2013-01-29T17:23:41,0.0,359.98,117.24,125.175,152.235,134.091,323.902,324.736,324.269,161.273,188.333,169.821,76.68774,93.655846,81.032585,109.13476,115.48814,111.96706,138.86534,140.48607,139.9248,72.61686938,53.51,1.18960686,1.26589356,0.31337643,0.90990998,0.96858184,0.23956761,935.075,334.636,NaN,NaN,306.842,227.88,NaN,NaN
ISS_181RF_FMOVIE001_PRIME,0,17990,2013-02-09T18:25:33,0.0,359.98,180.01,267.66,270.81,269.234,353.722,355.389,354.559,272.456,276.94,274.676,9.219322,10.140054,9.655869,90.82574,97.56108,94.149055,136.20964,139.1191,137.70355,72.4883592,99.94,0.97092774,1.05009189,0.30171314,0.71847209,0.77704741,0.22580669,939.537,230.248,2043.294,232.74,308.989,286.885,1082.981,285.78
ISS_181RF_FRINGPHOT001_VIMS,0,5938,2013-02-13T14:14:21,36.58,155.32,95.95,147.02,158.96,152.586,4.052,4.633,4.339,142.962,154.335,148.248,3.5631847,4.090131,3.8174372,151.95752,163.77673,157.67995,113.79813,123.57413,118.97335,72.45250301,32.99,11.28662886,11.5068527,3.31888694,5.36187443,5.4586169,1.25997067,940.561,195.447,NaN,NaN,310.687,306.556,NaN,NaN
ISS_181RF_FRINGPHOT002_VIMS,0,3230,2013-02-14T00:09:01,78.78,143.36,111.07,15.41,25.02,20.288,5.168,5.461,5.325,10.176,19.559,14.963,2.9567585,6.545725,3.215243,146.94185,156.39223,151.46407,93.43142,101.83554,97.42058,72.44949593,17.94,28.07134246,29.0471358,6.08202105,3.29293988,3.52669851,0.96100948,940.56,195.449,NaN,NaN,310.8,309.834,NaN,NaN
ISS_181RI_SPOKEMOV001_PRIME,0,6739,2013-02-11T17:03:25,36.16,171.9,104.05,119.165,151.025,127.806,358.968,359.481,359.175,120.197,152.057,128.631,85.205215,102.887,89.588196,103.88298,107.30724,105.45929,138.56526,140.23473,139.87132,72.4740867,37.44,1.04967685,1.12795517,0.30188545,0.8020161,0.8622983,0.23075806,939.839,212.848,NaN,NaN,310.126,296.721,NaN,NaN
