Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,Normal EW3Z,Normal EW3Z Std,Normal EW3ZPN,Normal EW3ZPN Std,Core Offset Median,Core Offset Mean,Core Offset Std
ISS_243RF_FMOVIE001_PRIME_2,0,7691,2016-09-22T17:06:36,106.72,267.84,188.82,335.743,338.941,337.35,320.603,321.339,320.964,14.662,18.283,16.386,5.0531354,5.5783353,5.312552,40.18008,48.06391,44.33043,36.844345,38.8105,37.676464,63.50375745,42.73,0.7448847,0.26298899,0.58920628,0.20734635,0.11839368,0.05076177,0.09369257,0.04014525,0.44384447,0.23341495,0.3511111,0.18469316,0.18264655,0.08052065,0.14440262,0.06322511,0.61568804,0.22012678,0.59560613,0.21340878,5.0,6.046,14.391
ISS_246RF_FMOVIE002_PRIME,0,18000,2016-10-27T16:29:48,0.0,359.98,179.99,105.73,110.887,108.228,55.043,56.704,55.878,49.527,55.292,52.349,9.804983,13.078956,11.226721,109.38396,116.71608,113.03718,63.726414,69.79428,66.74341,63.44431889,100.0,2.43592809,0.78571085,0.954683,0.29671961,0.84637004,0.22411697,0.3304557,0.07773035,1.15878503,0.62038468,0.45601482,0.24476347,0.43077303,0.1969739,0.16821248,0.07429858,1.00196897,0.32070353,0.56050781,0.17878653,-25.0,-26.009,18.448
ISS_253RF_FMOVIE001_PRIME_2,0,18000,2016-12-17T00:10:04,0.0,359.98,179.99,232.865,236.85,234.962,190.918,192.661,191.783,40.267,45.797,43.178,5.335937,6.9301267,6.165311,110.22458,120.740005,115.94924,53.71903,64.035576,59.362324,63.36771687,100.0,2.12810653,0.5219651,1.07521308,0.2423403,0.55784544,0.08612312,0.28106686,0.02796059,1.04895635,0.43077791,0.53073229,0.21304748,0.52130473,0.17947604,0.26341394,0.08617993,1.12348701,0.26040764,0.591813,0.13957576,5.0,3.357,15.136
ISS_256RF_FMOVIE001_PRIME_1,0,9478,2017-01-07T17:49:47,0.0,359.98,123.2,233.087,236.758,235.46,249.61,250.476,250.046,342.61,347.08,345.413,5.534654,6.3384356,5.9399467,112.466255,118.047356,115.411934,55.4199,60.880398,58.302444,63.34252589,52.66,2.09583974,0.55590315,1.09736685,0.27719188,0.55045222,0.07697228,0.28777465,0.03221641,1.02426773,0.48393472,0.53570442,0.24664202,0.52111979,0.14615896,0.27388778,0.07648991,1.145301,0.29863085,0.6104223,0.15627368,10.0,8.217,13.077
ISS_256RF_FMOVIE001_PRIME_2,0,9438,2017-01-08T01:40:11,0.0,359.98,122.67,63.299,66.328,65.082,250.492,251.354,250.926,171.945,175.684,174.155,6.013364,6.9578905,6.488771,97.67439,105.11966,101.58001,53.834843,58.785942,56.3815,63.3437861,52.43,1.51723979,0.43161956,0.83788128,0.23086679,0.48100923,0.13774891,0.26637417,0.07884605,0.83918333,0.39290222,0.4617992,0.20941418,0.19704723,0.05839785,0.10970791,0.03438922,0.87823138,0.2479961,0.59572527,0.1658549,-25.0,-24.663,16.985
ISS_260RF_FMOVIE001_PRIME,0,18000,2017-02-05T04:25:31,0.0,359.98,179.99,237.849,242.335,240.831,326.411,328.062,327.241,269.787,275.916,273.589,5.253585,6.4639473,5.898716,112.16234,122.01605,117.472626,54.492886,64.08878,59.6882,63.31425257,100.0,2.1248368,0.62959969,1.06111,0.28635615,0.56211576,0.11523982,0.27930324,0.03863901,1.03191265,0.51291623,0.51518811,0.24530368,0.53080839,0.17404083,0.26661865,0.08631645,1.10822663,0.308225,0.56327015,0.15298697,10.0,12.831,16.454
ISS_265RF_FMOVIE001_PRIME,0,5382,2017-03-12T00:02:03,20.1,346.3,208.87,225.152,234.14,231.574,60.424,61.043,60.76,164.577,173.7,170.813,7.9385223,9.976459,8.361063,131.8086,134.44589,133.11545,72.47799,74.88739,73.662285,63.28969453,29.9,5.59625277,0.9473239,1.57154474,0.25832895,1.54561235,0.23754064,0.43220305,0.04971381,2.48953616,0.86915638,0.69800052,0.23821074,1.56110426,0.34113967,0.44134117,0.10901451,1.65987664,0.28661347,0.54165502,0.09480074,0.0,1.345,16.043
ISS_272RF_FMOVIE001_PRIME,0,9745,2017-05-01T01:44:27,0.0,359.98,183.9,234.766,245.022,238.309,195.629,196.491,196.05,38.867,49.393,42.259,5.921812,7.3931403,6.266703,133.53629,136.65863,135.12639,72.452225,75.53266,74.00773,63.26984238,54.14,6.39653399,1.00263375,1.76285416,0.29507096,1.79014725,0.17802212,0.49099868,0.02894909,2.94803096,1.01240948,0.81503147,0.28983728,1.65835578,0.25264347,0.45682401,0.07255767,1.86690184,0.33001187,0.5680058,0.10789958,0.0,-0.159,15.893
ISS_274RF_FMOVIE001_PRIME,0,6321,2017-05-13T13:46:35,0.0,359.98,267.03,233.038,243.727,235.549,229.386,229.923,229.642,3.114,14.34,5.907,6.742183,8.874407,6.9404674,138.35931,140.08319,139.21643,76.471924,78.15494,77.29414,63.26825456,35.12,9.36771619,1.3020472,2.0592994,0.28937188,2.62151245,0.15036484,0.57554218,0.0175466,4.14929242,1.23247834,0.91279925,0.27438661,2.59691132,0.28906953,0.57095796,0.06534824,2.19519236,0.32879394,0.56987937,0.08782925,10.0,5.384,13.843
ISS_274RF_FMOVIE002_PRIME,0,14025,2017-05-14T00:07:23,50.36,330.84,190.6,83.682,89.38,85.091,230.551,231.827,231.181,212.137,218.829,213.909,5.835589,9.265433,7.0513024,124.30109,130.23712,127.491905,69.67108,74.29252,72.15114,63.27031783,77.92,4.09442571,1.17659749,1.23742144,0.30613968,1.23191337,0.28275499,0.37474387,0.07770166,2.2737925,0.8529573,0.68574141,0.23157518,0.58871983,0.20807695,0.17693617,0.05454768,1.3202831,0.33473039,0.51363794,0.1187015,-5.0,-3.958,15.54
ISS_276RI_HIRESAFRG001_PRIME,0,3559,2017-05-28T01:29:31,0.0,359.98,250.39,60.491,235.323,154.301,268.508,268.838,268.671,151.652,326.814,245.629,3.069649,4.376263,3.689407,106.06863,120.462425,113.8039,55.716507,59.727432,57.891026,63.2690065,19.77,1.95117376,0.69621729,1.04191356,0.38551854,0.54938113,0.07754269,0.2924549,0.0450512,1.02900647,0.49852191,0.54872043,0.27032552,0.37278616,0.19534664,0.20073824,0.10911857,1.09049544,0.40827481,0.57886311,0.1687947,10.0,-7.196,27.518
ISS_289RF_FMOVIE001_PRIME,0,18000,2017-08-18T21:23:07,0.0,359.98,179.99,222.075,228.883,224.631,132.167,133.825,132.993,89.773,95.911,91.638,5.3219233,7.1387625,6.0777297,131.32411,136.9604,134.34396,68.28945,74.13093,71.40511,63.29803847,100.0,5.33187221,1.8492358,1.66886279,0.48216127,1.531236,0.33581534,0.48351947,0.09383099,2.58432803,1.28772617,0.80661223,0.35817676,1.21630818,0.50162715,0.37873108,0.13334398,1.76433183,0.5260425,0.54754152,0.14967806,-10.0,-10.602,14.343
ISS_292RF_FMOVIE001_PRIME,0,18000,2017-09-06T11:47:07,0.0,359.98,179.99,39.056,48.188,44.467,182.39,184.02,183.209,215.035,225.708,221.257,7.204406,9.070683,7.8852305,138.14296,142.22746,140.25287,75.01598,78.93156,77.02253,63.31193888,100.0,9.24243491,2.20139556,2.05316991,0.44465366,2.87449952,0.54519801,0.63991282,0.10787434,4.77674883,1.64885563,1.05974002,0.35096788,1.59118656,0.40544235,0.35351707,0.08012664,2.21010523,0.49564574,0.54856677,0.12066237,-5.0,-6.101,14.016
