Observation,Slice#,Num Data,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,EW139470,EW139470 STD,Normal EW139470,Normal EW139470 STD,EW139550,EW139550 STD,Normal EW139550,Normal EW139550 STD,EW139630,EW139630 STD,Normal EW139630,Normal EW139630 STD,EW139710,EW139710 STD,Normal EW139710,Normal EW139710 STD,EW139790,EW139790 STD,Normal EW139790,Normal EW139790 STD,EW139870,EW139870 STD,Normal EW139870,Normal EW139870 STD,EW139950,EW139950 STD,Normal EW139950,Normal EW139950 STD,EW140030,EW140030 STD,Normal EW140030,Normal EW140030 STD,EW140110,EW140110 STD,Normal EW140110,Normal EW140110 STD,EW140190,EW140190 STD,Normal EW140190,Normal EW140190 STD,EW140270,EW140270 STD,Normal EW140270,Normal EW140270 STD,EW140350,EW140350 STD,Normal EW140350,Normal EW140350 STD,EW140430,EW140430 STD,Normal EW140430,Normal EW140430 STD,EW140510,EW140510 STD,Normal EW140510,Normal EW140510 STD,EW140590,EW140590 STD,Normal EW140590,Normal EW140590 STD,EW140670,EW140670 STD,Normal EW140670,Normal EW140670 STD,EW140750,EW140750 STD,Normal EW140750,Normal EW140750 STD,EW140830,EW140830 STD,Normal EW140830,Normal EW140830 STD,EW140910,EW140910 STD,Normal EW140910,Normal EW140910 STD
ISS_196RF_FMOVIE004_PRIME,0,18000,2013-08-24T10:02:37,0.0,359.98,10.875,11.367,11.094,108.601,115.057,111.849,143.2,143.514,143.382,70.426,100.0,1.38398,0.57556,1.1108,0.462,0.27792,0.027,0.22306,0.02169,0.97341,0.48268,0.78127,0.38745,0.13266,0.16801,0.10647,0.13485,0.004,0.00213,0.00321,0.00171,0.0062,0.002,0.00498,0.0016,0.00797,0.00178,0.0064,0.00143,0.01028,0.00157,0.00825,0.00126,0.01642,0.00185,0.01318,0.00148,0.02968,0.00285,0.02382,0.00228,0.05971,0.00488,0.04793,0.00392,0.12254,0.0179,0.09836,0.01437,0.32147,0.19444,0.25803,0.15607,0.56221,0.30335,0.45123,0.24348,0.16246,0.31075,0.13039,0.24945,0.05834,0.04644,0.04682,0.03727,0.01745,0.00768,0.01401,0.00617,0.00505,0.00266,0.00406,0.00214,0.00121,0.00144,0.00097,0.00116,0.00014,0.00143,0.00012,0.00115,-0.00036,0.00154,-0.00029,0.00123,-0.00052,0.00159,-0.00041,0.00127,-0.00028,0.00117,-0.00023,0.00094
ISS_196RF_FMOVIE005_PRIME,0,18000,2013-08-26T09:47:41,0.0,359.98,12.434,13.418,12.902,128.114,133.586,130.855,138.372,140.73,139.579,70.406,100.0,2.35234,1.0508,1.78673,0.78364,0.51347,0.05756,0.39058,0.04107,1.61623,0.89902,1.22723,0.67319,0.22264,0.17384,0.16892,0.12976,0.00659,0.00238,0.00501,0.00178,0.0116,0.00265,0.00882,0.00197,0.01563,0.00263,0.01189,0.00193,0.02029,0.0027,0.01543,0.00195,0.03135,0.00424,0.02384,0.00302,0.05677,0.00816,0.04316,0.00581,0.11206,0.01478,0.08522,0.01056,0.22202,0.03185,0.16893,0.02362,0.55433,0.31719,0.42144,0.24017,0.90108,0.53629,0.68412,0.4022,0.27713,0.47481,0.20997,0.35534,0.10126,0.06108,0.07686,0.04558,0.0316,0.01597,0.02398,0.01188,0.00952,0.00494,0.00724,0.00369,0.00227,0.0023,0.00173,0.00173,0.00019,0.00171,0.00014,0.00129,-0.00039,0.00169,-0.0003,0.00128,-0.00055,0.00182,-0.00042,0.00139,-0.00042,0.0012,-0.00032,0.00091
ISS_196RF_FMOVIE006_PRIME,0,17649,2013-08-28T09:38:05,0.0,359.98,13.973,16.007,14.734,145.295,150.187,147.762,129.416,132.788,131.147,70.387,98.05,5.71705,1.98562,3.75174,1.27048,1.4793,0.19861,0.97126,0.11638,3.71484,1.69313,2.43831,1.09378,0.52292,0.31256,0.34217,0.19995,0.02335,0.00578,0.0153,0.00356,0.0359,0.00678,0.02355,0.00408,0.04656,0.00808,0.03055,0.00479,0.06169,0.00834,0.04049,0.00481,0.09689,0.01291,0.0636,0.0075,0.17495,0.02826,0.11479,0.01678,0.33454,0.05666,0.21946,0.03359,0.60796,0.09773,0.39938,0.06094,1.43916,0.70887,0.94701,0.46848,1.92336,1.0348,1.26164,0.66786,0.63331,0.65508,0.41376,0.42128,0.24077,0.13164,0.1577,0.08436,0.07451,0.038,0.04878,0.02423,0.02166,0.01199,0.01416,0.00763,0.0057,0.00466,0.00372,0.00299,0.00081,0.00295,0.00052,0.00192,-0.00125,0.00239,-0.00083,0.00157,-0.00169,0.00191,-0.00112,0.00126,-0.00111,0.0012,-0.00073,0.00079
ISS_197RF_FMOVIE002_PRIME,0,10731,2013-09-15T08:06:53,27.42,290.28,9.627,9.953,9.82,90.376,99.116,96.27,136.708,139.782,138.86,70.209,59.61666666666666,1.20625,0.58738,0.90841,0.44392,0.17854,0.01337,0.13448,0.01056,0.88635,0.54822,0.66741,0.41409,0.14136,0.06938,0.10653,0.05255,0.00118,0.00171,0.00089,0.00128,0.0023,0.00177,0.00173,0.00133,0.00399,0.00168,0.00301,0.00126,0.00663,0.00166,0.005,0.00126,0.00968,0.00178,0.00729,0.00135,0.01549,0.0019,0.01167,0.00145,0.03303,0.0024,0.02488,0.00185,0.08806,0.00652,0.06633,0.00527,0.20697,0.08083,0.15565,0.06002,0.57171,0.37162,0.43049,0.28068,0.17324,0.2658,0.13068,0.20095,0.0678,0.02997,0.0511,0.02268,0.02056,0.00692,0.01548,0.00522,0.00622,0.00263,0.00469,0.002,0.00134,0.00156,0.00101,0.00117,-3e-05,0.00143,-2e-05,0.00108,-0.00066,0.00146,-0.0005,0.0011,-0.00079,0.00135,-0.0006,0.00102,-0.00047,0.00098,-0.00035,0.00074
ISS_197RF_FMOVIE007_PRIME,0,13804,2013-09-07T08:26:05,0.0,359.98,9.182,11.623,10.219,104.985,113.717,109.475,48.234,54.427,51.341,70.289,76.68888888888888,1.92988,0.77966,1.2019,0.49344,0.31565,0.03704,0.19634,0.01704,1.43737,0.67688,0.89426,0.42606,0.17685,0.17937,0.1113,0.11663,0.00291,0.0023,0.00179,0.00138,0.00578,0.00213,0.00358,0.00126,0.00934,0.00233,0.0058,0.00134,0.01373,0.00261,0.00854,0.00146,0.01844,0.00301,0.01147,0.00164,0.02957,0.00384,0.0184,0.00198,0.06002,0.00581,0.03737,0.00267,0.14647,0.01694,0.09111,0.00774,0.37254,0.16054,0.23045,0.09418,0.91187,0.44036,0.56699,0.27514,0.24981,0.42796,0.15759,0.27729,0.08249,0.06937,0.05188,0.0451,0.0246,0.01202,0.01545,0.00789,0.00673,0.00377,0.00422,0.00243,0.00079,0.00193,0.00049,0.00121,-0.00115,0.0018,-0.00072,0.00113,-0.00164,0.0017,-0.00102,0.00106,-0.00153,0.00148,-0.00095,0.00092,-0.00089,0.00104,-0.00056,0.00065
ISS_198RF_FMOVIE001_PRIME_1,0,9827,2013-10-18T16:59:09,0.0,359.98,11.255,12.277,11.65,118.366,122.029,120.25,138.03,139.081,138.65,69.886,54.59444444444445,1.54915,0.36393,1.16248,0.27141,0.25603,0.01547,0.19219,0.01141,1.12885,0.34672,0.84699,0.25904,0.16427,0.0206,0.1233,0.01535,0.00218,0.00194,0.00163,0.00146,0.0039,0.00206,0.00293,0.00154,0.00549,0.00195,0.00412,0.00147,0.00826,0.0018,0.0062,0.00134,0.01373,0.00201,0.0103,0.00149,0.02253,0.00237,0.01691,0.00174,0.0451,0.00312,0.03385,0.00226,0.12738,0.00713,0.09563,0.00542,0.2601,0.0277,0.19522,0.02047,0.75463,0.29835,0.56629,0.22353,0.19563,0.10386,0.14665,0.07745,0.08412,0.0077,0.06316,0.00594,0.02103,0.00299,0.01579,0.00225,0.00532,0.00162,0.00399,0.00122,0.00092,0.00125,0.00069,0.00094,-0.00014,0.0012,-0.00011,0.0009,-0.00039,0.00135,-0.00029,0.00101,-0.00041,0.00148,-0.00031,0.00111,-0.00024,0.00114,-0.00018,0.00085
ISS_198RF_FMOVIE001_PRIME_2,0,9852,2013-10-19T00:57:01,0.0,359.98,11.435,11.804,11.621,113.756,117.452,115.59,138.56,139.099,138.846,69.887,54.733333333333334,1.32291,0.3445,0.99593,0.2589,0.39576,0.05405,0.298,0.04078,0.88502,0.32364,0.66622,0.24331,0.04212,0.00984,0.03172,0.00742,0.00594,0.00193,0.00447,0.00145,0.00801,0.00174,0.00603,0.00131,0.01012,0.00167,0.00762,0.00126,0.01604,0.00174,0.01207,0.00131,0.02903,0.00223,0.02185,0.00166,0.05342,0.00366,0.04022,0.00271,0.09756,0.01088,0.07345,0.00816,0.15299,0.04297,0.1152,0.03243,0.32744,0.1976,0.24654,0.14884,0.51387,0.24145,0.38676,0.18143,0.08678,0.01417,0.06535,0.01067,0.02131,0.00336,0.01605,0.00253,0.00444,0.00177,0.00334,0.00133,3e-05,0.00142,2e-05,0.00107,-0.00094,0.00132,-0.00071,0.00099,-0.00105,0.00135,-0.00079,0.00102,-0.00093,0.0015,-0.0007,0.00113,-0.00075,0.00156,-0.00056,0.00118,-0.0004,0.00121,-0.0003,0.00091
ISS_199RI_EGAPMOVMP001_PRIME,0,8293,2013-11-25T04:05:17,0.72,359.08,13.23,13.684,13.457,76.389,80.077,78.313,41.975,42.691,42.323,69.532,46.07222222222222,0.95175,0.30438,0.70372,0.22537,0.20538,0.0154,0.15184,0.01124,0.69273,0.28698,0.51222,0.21246,0.05364,0.02367,0.03967,0.01757,-0.00023,0.00116,-0.00017,0.00086,0.00066,0.00115,0.00049,0.00085,0.00168,0.00126,0.00124,0.00093,0.00397,0.00136,0.00293,0.001,0.00714,0.00147,0.00528,0.00108,0.01557,0.0016,0.01151,0.00118,0.04272,0.00387,0.03159,0.00291,0.11388,0.01096,0.08418,0.00799,0.20239,0.08238,0.1496,0.06079,0.453,0.22935,0.33498,0.16983,0.079,0.03407,0.05844,0.02531,0.02732,0.01081,0.0202,0.008,0.00774,0.00331,0.00572,0.00245,0.00128,0.00147,0.00094,0.00109,-0.00091,0.00104,-0.00067,0.00077,-0.0013,0.00094,-0.00096,0.0007,-0.00112,0.00091,-0.00083,0.00067,-0.00077,0.00088,-0.00057,0.00065,-0.00027,0.0007,-0.0002,0.00052
ISS_201RF_FMOVIE001_PRIME_1,0,9240,2014-01-29T23:03:57,174.82,359.6,11.124,11.472,11.271,39.996,43.435,41.698,45.704,47.835,46.696,68.927,51.33333333333333,0.89729,0.28164,0.61471,0.19042,0.17746,0.02151,0.12162,0.01402,0.69882,0.26772,0.47868,0.18147,0.02102,0.01497,0.01442,0.01026,-0.00065,0.00191,-0.00044,0.00131,0.00015,0.00207,0.0001,0.00142,0.00145,0.00219,0.001,0.0015,0.00367,0.00237,0.00251,0.00162,0.00857,0.0024,0.00588,0.00164,0.02258,0.00279,0.01548,0.00188,0.05135,0.00464,0.0352,0.00296,0.08001,0.00926,0.05483,0.00596,0.08424,0.03288,0.05766,0.02211,0.5051,0.23652,0.34594,0.16066,0.14356,0.05204,0.09845,0.03565,0.01292,0.00373,0.00886,0.00255,-0.00103,0.00242,-0.0007,0.00166,-0.00295,0.00214,-0.00202,0.00147,-0.00317,0.00196,-0.00217,0.00134,-0.00291,0.00186,-0.00199,0.00127,-0.0025,0.00175,-0.00171,0.0012,-0.002,0.0016,-0.00137,0.0011,-0.00111,0.00119,-0.00076,0.00081
ISS_201RF_FMOVIE001_PRIME_2,0,9255,2014-01-30T06:30:53,174.54,359.62,10.563,10.984,10.732,45.185,48.58,46.913,47.011,48.951,47.917,68.921,51.416666666666664,0.95089,0.29432,0.63663,0.19462,0.16581,0.01761,0.11109,0.01162,0.74013,0.27971,0.49546,0.18544,0.04495,0.02568,0.03008,0.01699,2e-05,0.00182,1e-05,0.00122,0.00106,0.00212,0.00071,0.00143,0.00233,0.0023,0.00156,0.00154,0.00344,0.00252,0.00231,0.0017,0.00592,0.00261,0.00397,0.00176,0.01318,0.00252,0.00884,0.00172,0.03442,0.00327,0.02308,0.00232,0.08887,0.00899,0.05952,0.00562,0.25548,0.1233,0.17137,0.0831,0.44409,0.22623,0.29697,0.14932,0.08041,0.02975,0.05377,0.01945,0.02674,0.00988,0.0179,0.0065,0.00738,0.00336,0.00496,0.00228,0.00041,0.00277,0.00028,0.00186,-0.00279,0.00244,-0.00187,0.00163,-0.00336,0.0022,-0.00225,0.00147,-0.00304,0.00204,-0.00203,0.00136,-0.00238,0.00182,-0.00159,0.00122,-0.0013,0.00126,-0.00087,0.00084
ISS_201RF_FMOVIE001_VIMS,0,16332,2014-02-05T17:27:57,0.0,359.98,6.189,6.793,6.463,125.848,142.903,134.71,130.811,137.752,134.657,68.86,90.73333333333333,2.60265,0.78669,1.81306,0.49362,0.59478,0.16934,0.41376,0.1032,1.75152,0.65823,1.21899,0.42468,0.25635,0.04199,0.18032,0.03198,0.00571,0.00247,0.00397,0.00165,0.01052,0.00372,0.00732,0.00237,0.01675,0.00516,0.01165,0.00322,0.02248,0.00677,0.01563,0.0042,0.03048,0.00937,0.02119,0.00579,0.05278,0.01601,0.03669,0.00988,0.11661,0.03865,0.08098,0.02414,0.2834,0.08241,0.19716,0.05028,0.73589,0.34556,0.51148,0.22921,0.90304,0.43573,0.6285,0.28837,0.24911,0.13342,0.17491,0.09554,0.11896,0.02039,0.0838,0.01604,0.04304,0.00796,0.03013,0.00528,0.01317,0.00489,0.00915,0.00315,0.00287,0.00177,0.00199,0.00119,-0.00013,0.00125,-9e-05,0.00088,-0.00076,0.0012,-0.00053,0.00084,-0.00078,0.00106,-0.00054,0.00074,-0.00049,0.00086,-0.00034,0.0006
ISS_202RF_FMOVIE001_PRIME_1,0,8082,2014-03-01T22:16:29,192.14,353.76,12.655,13.213,12.854,43.326,45.635,44.465,46.397,47.752,47.13,68.651,44.9,0.83582,0.20965,0.56846,0.14216,0.19402,0.01751,0.13195,0.01139,0.62329,0.19969,0.42392,0.13568,0.01852,0.01211,0.01259,0.00822,0.00182,0.00196,0.00124,0.00133,0.0029,0.00232,0.00197,0.00158,0.00417,0.00219,0.00284,0.00149,0.00719,0.00223,0.00489,0.00151,0.01406,0.0025,0.00956,0.00169,0.02821,0.00241,0.01919,0.00162,0.05201,0.00304,0.03538,0.00202,0.07465,0.01007,0.05075,0.00658,0.09391,0.02877,0.06385,0.01943,0.45763,0.17192,0.31128,0.11702,0.0981,0.02664,0.06671,0.01798,0.01426,0.00316,0.00971,0.00216,-0.0001,0.00205,-7e-05,0.0014,-0.00253,0.00189,-0.00172,0.00128,-0.00276,0.00199,-0.00188,0.00135,-0.00258,0.00215,-0.00175,0.00146,-0.00225,0.00198,-0.00153,0.00135,-0.00184,0.00177,-0.00125,0.00121,-0.00102,0.00131,-0.0007,0.00089
ISS_202RF_FMOVIE001_PRIME_2,0,7983,2014-03-02T04:46:53,192.62,352.26,12.381,12.658,12.524,48.633,50.685,49.653,47.752,48.766,48.258,68.646,44.35,0.91599,0.21053,0.60972,0.13973,0.14853,0.012,0.09887,0.00787,0.6968,0.20527,0.46378,0.13633,0.07067,0.01198,0.04706,0.00806,-0.00027,0.00208,-0.00018,0.00138,0.00111,0.0022,0.00074,0.00147,0.00166,0.0022,0.0011,0.00146,0.00294,0.00215,0.00196,0.00143,0.00578,0.00202,0.00385,0.00134,0.01074,0.00193,0.00715,0.00128,0.02498,0.00255,0.01663,0.00171,0.08482,0.00484,0.05647,0.00317,0.15474,0.02445,0.10298,0.01609,0.48364,0.18112,0.32192,0.12051,0.10398,0.02924,0.0692,0.01934,0.03862,0.00622,0.02573,0.00422,0.01167,0.00296,0.00778,0.002,0.00108,0.00182,0.00072,0.00121,-0.00181,0.00185,-0.00121,0.00123,-0.00231,0.00189,-0.00154,0.00126,-0.00228,0.002,-0.00152,0.00133,-0.00197,0.00192,-0.00131,0.00128,-0.00113,0.00142,-0.00075,0.00094
ISS_203RF_FMOVIE001_PRIME_1,0,10424,2014-04-13T09:58:53,0.0,359.98,10.141,12.41,10.51,136.293,140.028,138.183,71.942,74.655,73.308,68.28,57.91111111111111,7.01512,1.62746,2.00475,0.4251,2.08844,0.34328,0.59651,0.07869,4.31441,1.27198,1.23348,0.34614,0.61227,0.12681,0.17477,0.03172,0.03369,0.00525,0.00968,0.00158,0.04762,0.00539,0.01365,0.00145,0.06021,0.00621,0.01726,0.00162,0.08253,0.00697,0.02366,0.00169,0.13286,0.01201,0.03804,0.00235,0.24761,0.02525,0.07083,0.00469,0.46897,0.03814,0.13428,0.0064,0.87689,0.23552,0.24983,0.05936,1.47979,0.63027,0.4238,0.18134,2.21518,0.88978,0.63354,0.24559,1.03192,0.4402,0.29367,0.11913,0.29212,0.05348,0.08348,0.01342,0.06351,0.01141,0.01814,0.00274,0.01095,0.00451,0.00311,0.00119,-0.00365,0.00248,-0.00104,0.00071,-0.00715,0.00237,-0.00204,0.00066,-0.00763,0.00213,-0.00218,0.00059,-0.00658,0.00182,-0.00188,0.0005,-0.00374,0.00113,-0.00107,0.00031
ISS_203RF_FMOVIE001_PRIME_2,0,10373,2014-04-13T17:56:45,0.0,359.98,10.689,12.747,11.027,128.856,131.971,130.363,70.154,72.202,71.145,68.279,57.62777777777778,4.6589,1.07844,1.50054,0.32649,1.24506,0.11836,0.40127,0.02736,3.03092,1.01687,0.97542,0.3145,0.38293,0.0645,0.12385,0.02189,0.01072,0.00261,0.00345,0.00079,0.01904,0.00544,0.00611,0.00165,0.02529,0.00461,0.00814,0.00131,0.03826,0.00605,0.01231,0.00165,0.06104,0.0081,0.01965,0.0021,0.11556,0.01347,0.03722,0.00335,0.29343,0.01834,0.0947,0.00452,0.59149,0.05309,0.19071,0.01272,0.76762,0.41888,0.24584,0.1286,1.8621,0.76993,0.60035,0.24453,0.6763,0.1827,0.21801,0.05765,0.16667,0.0236,0.05394,0.00839,0.03196,0.00467,0.0103,0.00134,0.00635,0.00224,0.00204,0.0007,0.0002,0.00184,6e-05,0.0006,-0.0015,0.00194,-0.00049,0.00063,-0.00218,0.00181,-0.00071,0.00059,-0.00213,0.00154,-0.00069,0.0005,-0.00131,0.00103,-0.00042,0.00033
ISS_205RF_FMOVIE001_PRIME,0,16327,2014-06-22T08:27:09,0.0,359.98,13.225,14.067,13.403,105.362,109.43,107.395,52.828,55.049,53.922,67.7,90.70555555555555,1.53831,0.47821,0.90488,0.27863,0.40825,0.04811,0.24028,0.02758,1.07734,0.44844,0.63359,0.26209,0.05272,0.01593,0.03101,0.0093,0.00539,0.00214,0.00317,0.00126,0.0072,0.00219,0.00424,0.00128,0.01031,0.00232,0.00607,0.00135,0.01703,0.00238,0.01002,0.00136,0.03072,0.00312,0.01807,0.0017,0.05744,0.00353,0.03381,0.00184,0.1001,0.00998,0.05889,0.00538,0.15863,0.03266,0.0934,0.01926,0.27255,0.20232,0.16017,0.11809,0.70783,0.34978,0.41634,0.20521,0.14803,0.05618,0.08712,0.03339,0.02894,0.00526,0.01703,0.00305,0.00442,0.00215,0.0026,0.00127,-0.00077,0.00213,-0.00045,0.00126,-0.00221,0.002,-0.0013,0.00118,-0.0024,0.00182,-0.00141,0.00107,-0.00217,0.00162,-0.00128,0.00095,-0.00174,0.00145,-0.00103,0.00086,-0.00098,0.00112,-0.00058,0.00066
ISS_207RF_FMOVIE001_PRIME,0,15526,2014-08-16T11:01:17,0.0,359.98,7.982,12.837,9.711,46.626,57.76,51.974,109.508,117.211,113.272,67.262,86.25555555555555,1.68955,0.5795,0.66476,0.22776,0.3236,0.0419,0.12711,0.01515,1.23429,0.5473,0.48593,0.21611,0.13166,0.03274,0.05172,0.01224,0.00365,0.0019,0.00144,0.00076,0.00555,0.00201,0.00218,0.00078,0.00737,0.00203,0.00289,0.00076,0.01105,0.00214,0.00434,0.0008,0.02028,0.00285,0.00794,0.00084,0.04131,0.00446,0.01621,0.00135,0.08014,0.01158,0.03131,0.00259,0.13332,0.02201,0.0525,0.00927,0.22443,0.15724,0.08893,0.06456,0.82226,0.43028,0.32322,0.16869,0.27514,0.10625,0.10826,0.04249,0.05911,0.01277,0.02313,0.00421,0.00954,0.00427,0.00371,0.00145,0.00091,0.00232,0.00037,0.00089,-0.00072,0.002,-0.00026,0.00077,-0.00111,0.00197,-0.00041,0.00076,-0.00114,0.00196,-0.00043,0.00075,-0.00097,0.00188,-0.00037,0.00073,-0.00056,0.00128,-0.00021,0.00051
ISS_208RF_FMOVIE001_PRIME_1,0,6323,2014-09-20T13:16:13,0.0,359.98,6.55,7.652,7.067,131.766,142.565,137.267,126.573,132.691,129.71,67.002,35.12777777777778,3.08803,0.84439,1.95586,0.47777,0.76583,0.14324,0.48564,0.07274,2.03324,0.62477,1.28859,0.36505,0.28896,0.14711,0.18164,0.08766,0.00563,0.00266,0.00356,0.0016,0.0114,0.0035,0.00721,0.00198,0.01846,0.00438,0.01169,0.00236,0.02822,0.00624,0.01788,0.00331,0.04956,0.01024,0.03141,0.00533,0.10382,0.02114,0.0658,0.01089,0.20374,0.03172,0.12938,0.01526,0.30277,0.05664,0.19202,0.02947,0.33982,0.14919,0.21379,0.08517,1.2411,0.46053,0.78648,0.27716,0.67018,0.28043,0.42517,0.1711,0.10433,0.04446,0.06582,0.02613,0.01165,0.00381,0.00738,0.00225,0.00184,0.00191,0.00116,0.00119,-0.0005,0.00138,-0.00033,0.00088,-0.00117,0.00125,-0.00075,0.0008,-0.0012,0.00121,-0.00077,0.00077,-0.00103,0.00119,-0.00066,0.00075,-0.0006,0.00091,-0.00039,0.00057
ISS_208RF_FMOVIE001_PRIME_2,0,3234,2014-09-20T18:29:17,0.0,359.98,8.572,8.9,8.687,134.256,137.962,136.097,116.48,118.709,117.621,67.0,17.96666666666667,3.8074,0.72071,1.76093,0.31205,0.82288,0.06558,0.38087,0.02266,2.62641,0.66645,1.21408,0.29466,0.35811,0.03538,0.16598,0.01627,0.00797,0.00196,0.00369,0.00087,0.01215,0.00204,0.00562,0.00088,0.01754,0.00209,0.00812,0.00085,0.02465,0.00283,0.0114,0.0011,0.0328,0.00275,0.01518,0.00101,0.05726,0.00458,0.0265,0.00163,0.152,0.01367,0.07034,0.00491,0.4349,0.03512,0.2013,0.01228,0.66146,0.11075,0.30591,0.04692,1.50648,0.56986,0.69584,0.25746,0.68563,0.20665,0.31761,0.09525,0.14212,0.00809,0.06587,0.00372,0.05275,0.00206,0.02446,0.00117,0.01946,0.00232,0.009,0.00094,0.00407,0.00149,0.00188,0.00067,-0.00035,0.00126,-0.00016,0.00058,-0.00139,0.00121,-0.00064,0.00056,-0.00133,0.00127,-0.00061,0.00059,-0.00078,0.00093,-0.00036,0.00043
ISS_208RF_FMOVIE002_PRIME_1,0,9237,2014-09-26T08:25:33,98.6,283.32,13.797,14.638,13.991,117.243,118.898,118.056,61.891,62.863,62.369,66.958,51.31666666666666,2.76658,0.99669,1.28217,0.45806,0.66042,0.09091,0.30619,0.04161,1.98655,0.92056,0.92052,0.42359,0.11961,0.03061,0.05545,0.01408,0.00571,0.00228,0.00265,0.00106,0.01084,0.00254,0.00503,0.00117,0.01707,0.00286,0.00791,0.0013,0.02743,0.00321,0.01271,0.00144,0.04935,0.00378,0.02288,0.00169,0.09597,0.00643,0.0445,0.00295,0.16465,0.01672,0.07636,0.00785,0.25112,0.05664,0.1164,0.02602,0.40644,0.27661,0.18847,0.12801,1.35028,0.72236,0.62558,0.33271,0.33849,0.09018,0.15682,0.0412,0.04801,0.01228,0.02227,0.00569,0.00713,0.00412,0.00331,0.00191,0.0006,0.00253,0.00028,0.00117,-0.00105,0.00208,-0.00048,0.00097,-0.00152,0.00211,-0.0007,0.00098,-0.00166,0.00199,-0.00077,0.00092,-0.00146,0.00182,-0.00068,0.00084,-0.00083,0.00132,-0.00038,0.00061
ISS_208RF_FMOVIE002_PRIME_2,0,8856,2014-09-26T15:33:49,106.12,283.22,14.143,14.914,14.323,119.607,121.426,120.542,60.916,62.149,61.55,66.953,49.2,3.00366,1.05148,1.43003,0.49701,0.57571,0.0664,0.27405,0.02981,2.12561,0.95535,1.01183,0.45205,0.30234,0.15297,0.14415,0.07295,0.00604,0.00281,0.00287,0.00133,0.01022,0.00281,0.00486,0.00133,0.01593,0.00319,0.00758,0.00149,0.02139,0.00347,0.01018,0.00162,0.02992,0.00333,0.01425,0.00155,0.05159,0.00402,0.02457,0.00187,0.1098,0.0087,0.05229,0.00394,0.27914,0.04006,0.13285,0.0182,0.62494,0.37688,0.29687,0.17639,1.30036,0.72426,0.61943,0.34433,0.35892,0.25018,0.17107,0.11907,0.14316,0.07158,0.06824,0.03412,0.04312,0.02432,0.02058,0.01165,0.01206,0.00878,0.00576,0.00421,0.00263,0.00318,0.00126,0.00152,-0.00095,0.00244,-0.00045,0.00116,-0.00192,0.002,-0.00092,0.00095,-0.00172,0.00181,-0.00082,0.00086,-0.00096,0.00135,-0.00046,0.00064
ISS_209RF_FMOVIE001_PRIME_1,0,8221,2014-10-27T01:33:17,51.92,216.32,13.132,15.311,13.454,132.592,134.346,133.499,70.939,72.118,71.542,66.732,45.67222222222222,6.22431,1.27669,1.9697,0.40047,1.28782,0.05529,0.4076,0.01497,4.17257,1.18752,1.32057,0.37476,0.76392,0.1558,0.24153,0.04783,0.00843,0.00318,0.00266,0.00098,0.02612,0.0022,0.00827,0.00068,0.03488,0.00247,0.01105,0.00084,0.04465,0.00326,0.01413,0.00099,0.06688,0.00402,0.02117,0.00118,0.11437,0.00802,0.03619,0.00225,0.26664,0.02241,0.08435,0.00627,0.62999,0.02732,0.19943,0.00831,0.78332,0.12338,0.24794,0.03875,2.77722,0.9052,0.87906,0.2863,1.00667,0.43102,0.31829,0.13575,0.3663,0.0699,0.11585,0.02156,0.08602,0.01548,0.02726,0.00505,0.01834,0.00506,0.00581,0.00162,0.00251,0.00267,0.0008,0.00085,-0.00168,0.00179,-0.00053,0.00056,-0.00235,0.00164,-0.00074,0.00052,-0.00243,0.0016,-0.00077,0.00051,-0.00157,0.00111,-0.0005,0.00035
ISS_209RF_FMOVIE001_PRIME_2,0,7788,2014-10-27T07:45:01,96.58,252.32,13.562,17.381,13.919,127.736,129.046,128.372,70.394,71.136,70.761,66.732,43.266666666666666,4.91477,1.23712,1.6192,0.40783,1.23686,0.15172,0.40719,0.04689,3.45259,1.14859,1.13777,0.37988,0.22533,0.04734,0.07424,0.0156,0.01491,0.00245,0.00491,0.00079,0.01969,0.00248,0.00649,0.0008,0.02813,0.00235,0.00927,0.00075,0.04671,0.00289,0.01539,0.00091,0.08759,0.00472,0.02886,0.00149,0.16457,0.00847,0.05421,0.00253,0.3059,0.01788,0.10076,0.00529,0.49643,0.10484,0.16332,0.03314,1.1238,0.47758,0.37069,0.15906,2.02699,0.89975,0.66757,0.29607,0.48152,0.11032,0.15868,0.03647,0.10542,0.01964,0.03475,0.00652,0.02224,0.00621,0.00733,0.00205,0.00311,0.00295,0.00102,0.00097,-0.00145,0.00216,-0.00048,0.00071,-0.00291,0.00202,-0.00096,0.00067,-0.00323,0.00172,-0.00106,0.00057,-0.00292,0.00139,-0.00096,0.00046,-0.00172,0.001,-0.00057,0.00033
