Observation,Slice#,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std
ISS_212RF_FMOVIE001_PRIME_1,4,2015-02-07T04:28:13,208.82,218.8,10.936,11.384,11.16,76.303,76.468,76.386,70.989,71.069,71.029,66.03,44,2.12867,0.53983,0.69202,0.17542
ISS_212RF_FMOVIE001_PRIME_1,5,2015-02-07T04:06:53,218.82,228.8,10.995,11.434,11.214,76.465,76.588,76.527,70.979,71.055,71.017,66.03,44,1.56812,0.12745,0.51008,0.04137
ISS_212RF_FMOVIE001_PRIME_1,6,2015-02-07T03:38:05,228.82,238.8,11.037,11.502,11.27,76.586,76.748,76.667,70.965,71.045,71.005,66.03,44,1.62758,0.23936,0.52981,0.07819
ISS_212RF_FMOVIE001_PRIME_1,7,2015-02-07T03:16:45,238.82,248.8,11.097,11.556,11.327,76.745,76.866,76.806,70.955,71.031,70.993,66.03,44,1.59723,0.14583,0.52016,0.04757
ISS_212RF_FMOVIE001_PRIME_1,8,2015-02-07T02:47:57,248.82,258.8,11.139,11.629,11.384,76.864,77.024,76.944,70.942,71.021,70.981,66.03,44,1.56659,0.13809,0.51057,0.04522
ISS_212RF_FMOVIE001_PRIME_1,9,2015-02-07T02:26:05,258.82,268.8,11.2,11.68,11.44,77.022,77.141,77.081,70.932,71.007,70.97,66.03,44,1.63444,0.24526,0.53285,0.07985
ISS_212RF_FMOVIE001_PRIME_1,10,2015-02-07T02:04:45,268.82,278.8,11.243,11.735,11.489,77.139,77.257,77.198,70.923,70.998,70.96,66.03,44,1.75807,0.19207,0.5736,0.06261
ISS_212RF_FMOVIE001_PRIME_1,11,2015-02-07T01:35:57,278.82,288.8,11.289,11.804,11.547,77.257,77.412,77.334,70.91,70.988,70.949,66.03,44,1.81337,0.20739,0.59186,0.06776
ISS_212RF_FMOVIE001_PRIME_1,12,2015-02-07T01:14:37,288.82,298.8,11.348,11.859,11.604,77.411,77.527,77.469,70.901,70.976,70.939,66.03,44,1.93584,0.19751,0.63226,0.06452
ISS_212RF_FMOVIE001_PRIME_1,13,2015-02-07T00:45:49,298.82,308.8,11.395,11.934,11.664,77.527,77.68,77.603,70.889,70.967,70.928,66.03,44,2.36051,0.38902,0.77129,0.12708
ISS_212RF_FMOVIE001_PRIME_1,14,2015-02-07T00:23:57,308.82,318.8,11.454,12.023,11.739,77.679,77.793,77.736,70.876,70.955,70.915,66.03,44,2.42809,0.46708,0.79387,0.15263
ISS_212RF_FMOVIE001_PRIME_1,15,2015-02-07T00:23:57,318.82,328.8,11.871,14.575,13.223,77.793,77.871,77.832,70.648,70.894,70.771,66.03,44,1.94176,0.11421,0.63954,0.03786
ISS_212RF_FMOVIE001_PRIME_2,0,2015-02-07T12:43:09,173.78,183.76,10.148,11.876,11.012,82.149,82.365,82.257,71.038,71.307,71.172,66.024,44,2.63898,0.85651,0.85077,0.27369
ISS_212RF_FMOVIE001_PRIME_2,1,2015-02-07T12:21:17,183.78,193.76,10.055,10.182,10.118,82.365,82.493,82.429,71.295,71.379,71.337,66.024,44,2.12051,0.42262,0.67867,0.13554
ISS_212RF_FMOVIE001_PRIME_2,2,2015-02-07T11:52:29,193.78,203.76,10.086,10.504,10.295,82.493,82.618,82.556,71.208,71.372,71.29,66.024,44,2.17705,0.19581,0.69766,0.0631
ISS_212RF_FMOVIE001_PRIME_2,3,2015-02-07T11:31:09,203.78,213.76,10.127,10.231,10.179,82.618,82.745,82.682,71.279,71.363,71.321,66.024,44,2.59784,0.65545,0.83211,0.21015
ISS_212RF_FMOVIE001_PRIME_2,4,2015-02-07T11:09:49,213.78,223.76,10.157,10.254,10.205,82.745,82.869,82.807,71.273,71.356,71.314,66.024,44,1.94861,0.28755,0.62423,0.09187
ISS_212RF_FMOVIE001_PRIME_2,5,2015-02-07T10:41:01,223.78,233.76,10.188,10.284,10.236,82.869,82.993,82.931,71.264,71.35,71.307,66.024,44,1.71525,0.2316,0.54974,0.07405
ISS_212RF_FMOVIE001_PRIME_2,6,2015-02-07T10:19:09,233.78,243.76,10.228,10.306,10.267,82.994,83.116,83.055,71.259,71.34,71.3,66.024,44,1.84599,0.16297,0.59184,0.05197
ISS_212RF_FMOVIE001_PRIME_2,7,2015-02-07T09:50:21,243.78,253.76,10.259,10.338,10.298,83.116,83.239,83.177,71.25,71.334,71.292,66.024,44,1.68735,0.09986,0.54116,0.03179
ISS_212RF_FMOVIE001_PRIME_2,8,2015-02-07T09:21:33,253.78,263.76,10.299,10.594,10.447,83.239,83.358,83.298,71.166,71.326,71.246,66.024,44,1.70248,0.13998,0.5466,0.04438
ISS_212RF_FMOVIE001_PRIME_2,9,2015-02-07T09:00:13,263.78,273.76,10.339,10.61,10.474,83.358,83.481,83.42,71.161,71.318,71.239,66.024,44,1.93455,0.2279,0.62192,0.07375
ISS_212RF_FMOVIE001_PRIME_2,10,2015-02-07T08:38:53,273.78,283.76,10.369,10.62,10.494,83.481,83.6,83.541,71.157,71.312,71.235,66.024,44,2.09145,0.24058,0.67237,0.07731
ISS_212RF_FMOVIE001_PRIME_2,11,2015-02-07T08:17:01,283.78,293.76,10.399,10.632,10.515,83.601,83.717,83.659,71.153,71.307,71.23,66.024,44,2.09745,0.3198,0.67427,0.10215
ISS_212RF_FMOVIE001_PRIME_2,12,2015-02-07T07:48:13,293.78,303.76,10.439,10.512,10.476,83.717,83.838,83.778,71.219,71.301,71.26,66.024,44,2.16579,0.14919,0.69588,0.04826
ISS_212RF_FMOVIE001_PRIME_2,13,2015-02-07T07:26:53,303.78,313.76,10.469,10.55,10.509,83.838,83.953,83.896,71.214,71.294,71.254,66.024,44,3.03635,0.39467,0.97581,0.12684
ISS_212RF_FMOVIE001_PRIME_2,14,2015-02-07T06:58:05,313.78,323.76,10.519,10.687,10.603,83.954,84.073,84.013,71.135,71.288,71.212,66.024,44,2.25962,0.18848,0.72732,0.06131
ISS_212RF_FMOVIE001_PRIME_2,15,2015-02-07T06:36:45,323.78,333.76,10.538,10.624,10.581,84.073,84.187,84.13,71.197,71.278,71.237,66.024,44,2.0524,0.16537,0.66017,0.05324
ISS_213RF_FMOVIE001_PRIME,0,2015-03-10T02:52:45,0.0,9.98,12.729,13.622,13.175,101.141,101.213,101.177,81.488,81.522,81.505,65.827,100,4.58101,0.45335,0.67658,0.06667
ISS_213RF_FMOVIE001_PRIME,1,2015-03-10T02:31:57,10.0,19.98,12.776,13.641,13.208,101.213,101.282,101.247,81.495,81.523,81.509,65.827,100,4.69422,0.35877,0.69311,0.05304
ISS_213RF_FMOVIE001_PRIME,2,2015-03-10T02:03:41,20.0,29.98,12.802,15.666,14.234,101.282,101.366,101.324,81.453,81.55,81.501,65.827,100,5.66009,0.61761,0.83612,0.09167
ISS_213RF_FMOVIE001_PRIME,3,2015-03-10T01:42:21,30.0,39.98,12.835,13.717,13.276,101.366,101.434,101.4,81.497,81.524,81.51,65.827,100,5.50642,0.8137,0.81284,0.11987
ISS_213RF_FMOVIE001_PRIME,4,2015-03-10T01:14:05,40.0,49.98,12.858,13.753,13.306,101.434,101.517,101.476,81.497,81.525,81.511,65.827,100,5.44279,0.56134,0.80351,0.0827
ISS_213RF_FMOVIE001_PRIME,5,2015-03-10T00:53:17,50.0,59.98,12.891,13.782,13.337,101.517,101.585,101.551,81.498,81.525,81.511,65.827,100,5.00924,0.28238,0.73934,0.04163
ISS_213RF_FMOVIE001_PRIME,6,2015-03-10T00:25:01,60.0,69.98,12.916,14.698,13.807,101.585,101.668,101.626,81.485,81.539,81.512,65.827,100,4.7799,0.48463,0.70563,0.07211
ISS_213RF_FMOVIE001_PRIME,7,2015-03-10T00:03:41,70.0,79.98,12.949,13.929,13.439,101.668,101.734,101.701,81.499,81.528,81.514,65.827,100,5.72084,0.53438,0.84419,0.07872
ISS_213RF_FMOVIE001_PRIME,8,2015-03-09T23:35:25,80.0,89.98,12.964,14.762,13.863,101.734,101.817,101.775,81.487,81.54,81.513,65.827,100,5.66277,0.39953,0.8358,0.05909
ISS_213RF_FMOVIE001_PRIME,9,2015-03-09T23:07:09,90.0,99.98,13.006,13.925,13.466,101.817,101.897,101.857,81.501,81.528,81.514,65.827,100,5.0868,0.33835,0.75057,0.0499
ISS_213RF_FMOVIE001_PRIME,10,2015-03-09T22:46:21,100.0,109.98,13.038,13.946,13.492,101.897,101.965,101.931,81.502,81.528,81.515,65.827,100,4.80042,0.43587,0.70834,0.06433
ISS_213RF_FMOVIE001_PRIME,11,2015-03-09T22:18:05,110.0,119.98,13.064,13.986,13.525,101.965,102.045,102.005,81.502,81.529,81.516,65.827,100,4.14007,0.24271,0.6108,0.036
ISS_213RF_FMOVIE001_PRIME,12,2015-03-09T21:56:45,120.0,129.98,13.084,14.919,14.001,102.045,102.111,102.078,81.49,81.543,81.516,65.827,100,4.95683,0.64973,0.73131,0.09624
ISS_213RF_FMOVIE001_PRIME,13,2015-03-09T21:28:29,130.0,139.98,13.118,14.047,13.582,102.111,102.191,102.151,81.504,81.531,81.517,65.827,100,4.60341,0.3611,0.67905,0.05319
ISS_213RF_FMOVIE001_PRIME,14,2015-03-09T21:07:41,140.0,149.98,13.147,14.982,14.064,102.191,102.256,102.224,81.492,81.544,81.518,65.827,100,4.62861,0.31264,0.6827,0.04628
ISS_213RF_FMOVIE001_PRIME,15,2015-03-09T20:46:21,150.0,159.98,12.731,14.932,13.832,99.487,102.313,100.9,81.421,81.532,81.476,65.827,100,4.33713,0.38149,0.64173,0.05624
ISS_213RF_FMOVIE001_PRIME,16,2015-03-10T11:13:33,160.0,169.98,12.139,13.752,12.945,99.52,99.591,99.556,81.452,81.531,81.492,65.827,100,4.32279,0.45567,0.63968,0.06715
ISS_213RF_FMOVIE001_PRIME,17,2015-03-10T10:38:21,170.0,179.98,12.166,12.995,12.581,99.591,99.689,99.64,81.455,81.517,81.486,65.827,100,4.84261,0.49526,0.7156,0.07334
ISS_213RF_FMOVIE001_PRIME,18,2015-03-10T10:23:57,180.0,189.98,12.199,13.798,12.999,99.666,99.758,99.712,81.46,81.531,81.495,65.827,100,6.57459,1.00459,0.97196,0.14914
ISS_213RF_FMOVIE001_PRIME,19,2015-03-10T09:55:41,190.0,199.98,12.228,13.041,12.634,99.758,99.849,99.804,81.485,81.517,81.501,65.827,100,5.19542,0.422,0.76769,0.06236
ISS_213RF_FMOVIE001_PRIME,20,2015-03-10T09:34:53,200.0,209.98,12.262,13.064,12.663,99.849,99.924,99.886,81.486,81.517,81.501,65.827,100,4.45977,0.38619,0.65907,0.05719
ISS_213RF_FMOVIE001_PRIME,21,2015-03-10T09:06:37,210.0,219.98,12.293,13.123,12.708,99.924,100.014,99.969,81.488,81.517,81.503,65.827,100,5.2435,0.86587,0.77477,0.12806
ISS_213RF_FMOVIE001_PRIME,22,2015-03-10T08:45:17,220.0,229.98,12.327,13.143,12.735,100.014,100.088,100.051,81.489,81.517,81.503,65.827,100,3.91404,0.34508,0.57834,0.051
ISS_213RF_FMOVIE001_PRIME,23,2015-03-10T08:17:01,230.0,239.98,12.355,13.178,12.766,100.088,100.178,100.133,81.489,81.517,81.503,65.827,100,3.96232,0.33678,0.58545,0.04983
ISS_213RF_FMOVIE001_PRIME,24,2015-03-10T07:56:13,240.0,249.98,12.389,13.202,12.795,100.178,100.251,100.214,81.482,81.518,81.5,65.827,100,4.14045,0.27296,0.61188,0.0402
ISS_213RF_FMOVIE001_PRIME,25,2015-03-10T07:27:57,250.0,259.98,12.414,13.253,12.834,100.251,100.34,100.295,81.49,81.518,81.504,65.827,100,4.38595,0.34697,0.648,0.05117
ISS_213RF_FMOVIE001_PRIME,26,2015-03-10T06:52:45,260.0,269.98,12.449,17.85,15.15,100.334,100.432,100.383,81.448,81.573,81.51,65.827,100,4.65603,0.41676,0.686,0.05953
ISS_213RF_FMOVIE001_PRIME,27,2015-03-10T06:38:21,270.0,279.98,12.471,13.315,12.893,100.432,100.5,100.466,81.459,81.518,81.489,65.827,100,4.56775,0.35901,0.67555,0.05231
ISS_213RF_FMOVIE001_PRIME,28,2015-03-10T06:17:33,280.0,289.98,12.508,13.337,12.923,100.501,100.572,100.536,81.491,81.519,81.505,65.827,100,5.16885,0.33525,0.7635,0.04956
ISS_213RF_FMOVIE001_PRIME,29,2015-03-10T05:49:17,290.0,299.98,12.533,13.391,12.962,100.572,100.66,100.616,81.491,81.519,81.505,65.827,100,4.69526,0.35532,0.69364,0.05243
ISS_213RF_FMOVIE001_PRIME,30,2015-03-10T05:21:01,300.0,309.98,12.568,13.428,12.998,100.66,100.745,100.702,81.492,81.52,81.506,65.827,100,5.21019,0.51849,0.76953,0.07668
ISS_213RF_FMOVIE001_PRIME,31,2015-03-10T04:59:41,310.0,319.98,12.601,14.297,13.449,100.745,100.817,100.781,81.473,81.533,81.503,65.827,100,7.31076,1.20692,1.08009,0.17865
ISS_213RF_FMOVIE001_PRIME,32,2015-03-10T04:31:25,320.0,329.98,12.626,13.485,13.055,100.817,100.902,100.86,81.493,81.52,81.506,65.827,100,5.71517,0.81115,0.84405,0.11975
ISS_213RF_FMOVIE001_PRIME,33,2015-03-10T04:10:37,330.0,339.98,12.659,13.518,13.088,100.903,100.974,100.938,81.493,81.521,81.507,65.827,100,4.75235,0.32778,0.70192,0.04861
ISS_213RF_FMOVIE001_PRIME,34,2015-03-10T03:42:21,340.0,349.98,12.686,14.419,13.552,100.974,101.058,101.016,81.477,81.535,81.506,65.827,100,5.38374,0.65553,0.79507,0.09678
ISS_213RF_FMOVIE001_PRIME,35,2015-03-10T03:21:01,350.0,359.98,12.719,13.585,13.152,101.058,101.128,101.093,81.494,81.522,81.508,65.827,100,4.98384,0.448,0.73599,0.06639
ISS_213RF_FMOVIE002_PRIME,0,2015-03-11T08:51:41,0.0,9.98,10.424,12.524,11.474,94.383,94.516,94.45,81.528,81.601,81.565,65.821,93,4.29053,0.4659,0.62983,0.06828
ISS_213RF_FMOVIE002_PRIME,1,2015-03-11T08:28:45,10.0,19.98,10.456,11.105,10.78,94.516,94.622,94.569,81.53,81.567,81.548,65.821,93,4.42059,0.34023,0.64974,0.04997
ISS_213RF_FMOVIE002_PRIME,2,2015-03-11T08:05:49,20.0,29.98,10.488,11.138,10.813,94.622,94.727,94.675,81.528,81.565,81.546,65.821,93,5.32321,0.58594,0.78256,0.08643
ISS_213RF_FMOVIE002_PRIME,3,2015-03-11T07:35:25,30.0,39.98,10.521,11.226,10.873,94.727,94.855,94.791,81.526,81.564,81.545,65.821,93,5.21659,0.78923,0.76698,0.11623
ISS_213RF_FMOVIE002_PRIME,4,2015-03-11T07:13:01,40.0,49.98,10.556,11.34,10.948,94.855,94.96,94.908,81.526,81.562,81.544,65.821,93,5.20171,0.69849,0.765,0.10306
ISS_213RF_FMOVIE002_PRIME,5,2015-03-11T06:50:05,50.0,59.98,10.601,11.354,10.977,94.96,95.064,95.012,81.523,81.562,81.543,65.821,93,4.71091,0.28815,0.69286,0.04244
ISS_213RF_FMOVIE002_PRIME,6,2015-03-11T06:27:09,60.0,69.98,10.638,13.025,11.832,95.064,95.165,95.115,81.52,81.591,81.556,65.821,93,4.48482,0.49377,0.65898,0.07292
ISS_213RF_FMOVIE002_PRIME,7,2015-03-11T06:04:13,70.0,79.98,10.666,11.654,11.16,95.165,95.266,95.216,81.523,81.561,81.542,65.821,93,5.38743,0.50625,0.79241,0.07449
ISS_213RF_FMOVIE002_PRIME,8,2015-03-11T05:33:49,80.0,89.98,10.727,11.706,11.217,95.266,95.393,95.33,81.521,81.562,81.541,65.821,93,5.31234,0.37464,0.78152,0.05531
ISS_213RF_FMOVIE002_PRIME,9,2015-03-11T04:55:25,90.0,99.98,10.748,13.201,11.974,95.394,95.522,95.458,81.464,81.585,81.525,65.821,93,4.79499,0.35724,0.70573,0.05237
ISS_213RF_FMOVIE002_PRIME,10,2015-03-11T04:47:57,100.0,109.98,10.765,11.965,11.365,95.515,95.593,95.554,81.507,81.561,81.534,65.821,93,4.48716,0.41242,0.66038,0.06132
ISS_213RF_FMOVIE002_PRIME,11,2015-03-11T04:17:33,110.0,119.98,10.843,11.976,11.409,95.593,95.717,95.655,81.518,81.56,81.539,65.821,93,3.84018,0.23274,0.56503,0.03431
ISS_213RF_FMOVIE002_PRIME,12,2015-03-11T03:54:37,120.0,129.98,10.849,12.298,11.573,95.717,95.816,95.767,81.463,81.563,81.513,65.821,93,4.66501,0.64073,0.68718,0.09496
ISS_213RF_FMOVIE002_PRIME,13,2015-03-11T03:31:41,130.0,139.98,10.954,12.219,11.587,95.816,95.914,95.865,81.519,81.559,81.539,65.821,93,4.31763,0.35721,0.6353,0.05281
ISS_213RF_FMOVIE002_PRIME,14,2015-03-11T03:01:17,140.0,149.98,10.922,13.419,12.17,95.912,96.011,95.962,81.465,81.577,81.521,65.821,93,4.26983,0.29037,0.62914,0.04175
ISS_213RF_FMOVIE002_PRIME,15,2015-03-11T02:30:53,150.0,159.98,10.964,12.446,11.705,96.01,96.138,96.074,81.46,81.558,81.509,65.821,93,4.0871,0.36852,0.60216,0.0548
ISS_213RF_FMOVIE002_PRIME,16,2015-03-11T02:15:57,160.0,169.98,11.142,12.479,11.81,96.132,96.229,96.181,81.521,81.557,81.539,65.821,93,4.17809,0.46383,0.61484,0.06847
ISS_213RF_FMOVIE002_PRIME,17,2015-03-11T01:53:01,170.0,179.98,11.181,12.506,11.843,96.229,96.324,96.276,81.52,81.555,81.538,65.821,93,4.69989,0.45842,0.69162,0.06729
ISS_213RF_FMOVIE002_PRIME,18,2015-03-11T01:30:05,180.0,189.98,11.214,12.538,11.876,96.324,96.417,96.37,81.519,81.555,81.537,65.821,93,6.46557,1.20226,0.9515,0.17675
ISS_213RF_FMOVIE002_PRIME,19,2015-03-11T00:59:41,190.0,199.98,11.233,12.612,11.923,96.417,96.538,96.477,81.518,81.553,81.535,65.821,93,5.03388,0.45133,0.741,0.06659
ISS_213RF_FMOVIE002_PRIME,20,2015-03-11T00:29:17,200.0,209.98,11.128,12.985,12.057,96.538,96.637,96.587,81.461,81.558,81.51,65.821,93,4.28448,0.37066,0.63139,0.05373
ISS_213RF_FMOVIE002_PRIME,21,2015-03-11T00:13:49,210.0,219.98,11.324,12.656,11.99,96.632,96.724,96.678,81.515,81.55,81.533,65.821,93,5.13627,0.95377,0.75628,0.14065
ISS_213RF_FMOVIE002_PRIME,22,2015-03-10T23:50:53,220.0,229.98,11.371,15.018,13.195,96.723,96.815,96.769,81.515,81.582,81.548,65.821,93,3.77046,0.32881,0.55433,0.04853
ISS_213RF_FMOVIE002_PRIME,23,2015-03-10T23:20:29,230.0,239.98,11.209,12.753,11.981,96.857,96.934,96.896,81.463,81.547,81.505,65.821,93,3.82446,0.32731,0.56405,0.04792
ISS_213RF_FMOVIE002_PRIME,24,2015-03-10T22:50:05,240.0,249.98,11.24,12.083,11.662,96.934,97.034,96.984,81.464,81.532,81.498,65.821,93,4.012,0.26719,0.59214,0.03936
ISS_213RF_FMOVIE002_PRIME,25,2015-03-10T22:27:09,250.0,259.98,11.281,12.738,12.009,97.025,97.14,97.082,81.463,81.545,81.504,65.821,93,4.25208,0.33442,0.62736,0.04884
ISS_213RF_FMOVIE002_PRIME,26,2015-03-10T22:27:09,260.0,269.98,11.409,18.707,15.058,97.115,97.145,97.13,81.508,81.614,81.561,65.821,93,4.50594,0.42632,0.66119,0.06184
ISS_213RF_FMOVIE002_PRIME,27,2015-03-10T22:27:09,270.0,302.58,17.431,23.54,20.486,93.58,97.117,95.348,81.329,81.658,81.493,65.821,93,4.33339,0.46271,0.64262,0.07469
ISS_213RF_FMOVIE002_PRIME,28,2015-03-11T11:01:17,302.6,312.58,10.56,17.413,13.987,93.721,93.868,93.795,81.398,81.519,81.459,65.821,93,5.03868,0.53349,0.74819,0.07726
ISS_213RF_FMOVIE002_PRIME,29,2015-03-11T10:53:49,312.6,322.58,10.249,10.868,10.559,93.867,93.96,93.914,81.52,81.581,81.55,65.821,93,7.18815,0.83709,1.05568,0.12245
ISS_213RF_FMOVIE002_PRIME,30,2015-03-11T10:30:53,322.6,332.58,10.282,10.906,10.594,93.96,94.068,94.014,81.54,81.579,81.56,65.821,93,4.97303,0.42171,0.7299,0.06199
ISS_213RF_FMOVIE002_PRIME,31,2015-03-11T09:52:29,332.6,342.58,10.315,12.639,11.477,94.068,94.202,94.135,81.465,81.611,81.538,65.821,93,4.37346,0.19263,0.64232,0.02968
ISS_213RF_FMOVIE002_PRIME,32,2015-03-11T09:37:33,342.6,352.58,10.359,10.998,10.678,94.203,94.311,94.257,81.536,81.574,81.555,65.821,93,5.25059,0.60012,0.77115,0.08791
ISS_231RI_EGAPMOVMP001_PRIME,0,2016-02-06T05:40:44,0.0,9.98,15.325,27.129,21.227,102.643,102.85,102.746,80.811,81.11,80.96,64.161,94,4.19945,0.31206,0.65686,0.04658
ISS_231RI_EGAPMOVMP001_PRIME,1,2016-02-06T05:08:12,10.0,19.98,13.722,21.45,17.586,102.688,102.961,102.824,80.887,81.15,81.019,64.161,94,4.44479,0.65559,0.69471,0.10136
ISS_231RI_EGAPMOVMP001_PRIME,2,2016-02-06T04:51:40,20.0,29.98,15.262,21.501,18.382,102.778,102.984,102.881,80.912,81.145,81.029,64.161,94,3.99992,0.69527,0.62278,0.10683
ISS_231RI_EGAPMOVMP001_PRIME,3,2016-02-06T04:18:36,30.0,39.98,13.831,27.294,20.562,102.822,103.098,102.96,80.86,81.189,81.025,64.161,94,7.37256,2.68247,1.14561,0.40991
ISS_231RI_EGAPMOVMP001_PRIME,4,2016-02-06T04:02:36,40.0,49.98,15.138,21.536,18.337,102.912,103.118,103.015,80.949,81.182,81.066,64.161,94,5.85935,1.0526,0.908,0.15937
ISS_231RI_EGAPMOVMP001_PRIME,5,2016-02-06T03:46:04,50.0,59.98,15.171,21.54,18.356,102.957,103.163,103.06,80.962,81.195,81.078,64.161,94,5.52602,0.722,0.86046,0.1091
ISS_231RI_EGAPMOVMP001_PRIME,6,2016-02-06T03:13:00,60.0,69.98,14.987,21.592,18.29,103.019,103.252,103.135,80.974,81.219,81.097,64.161,94,4.79542,0.80144,0.74177,0.12466
ISS_231RI_EGAPMOVMP001_PRIME,7,2016-02-06T02:56:28,70.0,79.98,14.931,27.522,21.227,103.093,103.297,103.195,80.948,81.232,81.09,64.161,94,4.09987,0.46468,0.63637,0.0707
ISS_231RI_EGAPMOVMP001_PRIME,8,2016-02-06T02:23:56,80.0,89.98,14.811,21.648,18.23,103.155,103.386,103.271,81.012,81.256,81.134,64.161,94,4.38803,0.27551,0.67559,0.04454
ISS_231RI_EGAPMOVMP001_PRIME,9,2016-02-06T02:07:24,90.0,99.98,14.984,21.653,18.319,103.228,103.431,103.33,81.037,81.269,81.153,64.161,94,4.99317,0.76529,0.77035,0.11172
ISS_231RI_EGAPMOVMP001_PRIME,10,2016-02-06T01:34:20,100.0,109.98,14.68,21.683,18.181,103.291,103.521,103.406,81.05,81.293,81.171,64.161,94,5.68819,0.5442,0.8712,0.08598
ISS_231RI_EGAPMOVMP001_PRIME,11,2016-02-06T01:18:20,110.0,119.98,13.909,21.758,17.834,103.364,103.566,103.465,81.075,81.306,81.19,64.161,94,8.09824,1.01209,1.24215,0.15203
ISS_231RI_EGAPMOVMP001_PRIME,12,2016-02-06T01:18:20,120.0,129.98,17.279,25.016,21.147,103.428,103.499,103.463,81.059,81.155,81.107,64.161,94,5.36954,0.81748,0.83074,0.12805
ISS_231RI_EGAPMOVMP001_PRIME,13,2016-02-06T01:18:20,130.0,139.98,13.966,23.645,18.806,101.201,103.504,102.353,80.63,81.143,80.887,64.161,94,4.20021,0.33018,0.6769,0.04806
ISS_231RI_EGAPMOVMP001_PRIME,14,2016-02-06T14:42:36,140.0,149.98,13.815,18.862,16.339,101.171,101.403,101.287,80.507,80.729,80.618,64.161,94,4.27977,0.71254,0.69326,0.11386
ISS_231RI_EGAPMOVMP001_PRIME,15,2016-02-06T14:26:04,150.0,159.98,15.242,20.868,18.055,101.215,101.424,101.32,80.483,80.724,80.604,64.161,94,4.62626,0.85753,0.75415,0.1352
ISS_231RI_EGAPMOVMP001_PRIME,16,2016-02-06T14:09:32,160.0,169.98,14.997,20.873,17.935,101.262,101.469,101.365,80.496,80.736,80.616,64.161,94,4.01162,0.40689,0.65649,0.06267
ISS_231RI_EGAPMOVMP001_PRIME,17,2016-02-06T13:37:00,170.0,179.98,14.924,20.902,17.913,101.323,101.558,101.441,80.508,80.76,80.634,64.161,94,3.94492,0.40323,0.64133,0.06929
ISS_231RI_EGAPMOVMP001_PRIME,18,2016-02-06T13:03:56,180.0,189.98,13.795,20.906,17.351,101.396,101.669,101.533,80.532,80.801,80.666,64.161,94,5.2491,0.92809,0.84923,0.14626
ISS_231RI_EGAPMOVMP001_PRIME,19,2016-02-06T12:47:24,190.0,199.98,14.488,20.956,17.722,101.484,101.691,101.588,80.556,80.795,80.676,64.161,94,4.41391,1.29895,0.71356,0.20574
ISS_231RI_EGAPMOVMP001_PRIME,20,2016-02-06T12:47:24,200.0,209.98,13.993,26.23,20.112,101.535,101.654,101.595,80.518,80.76,80.639,64.161,94,3.84738,0.36499,0.62915,0.0596
ISS_231RI_EGAPMOVMP001_PRIME,21,2016-02-06T10:36:12,210.0,239.1,17.241,29.486,23.363,101.594,102.227,101.911,80.542,80.993,80.768,64.161,94,4.02183,0.37883,0.65641,0.06166
ISS_231RI_EGAPMOVMP001_PRIME,22,2016-02-06T10:19:40,239.12,249.1,19.733,29.628,24.681,102.081,102.273,102.177,80.916,81.006,80.961,64.161,94,4.80929,0.57399,0.75529,0.09026
ISS_231RI_EGAPMOVMP001_PRIME,23,2016-02-06T10:19:40,249.12,259.12,14.363,24.59,19.477,102.009,102.193,102.101,80.854,80.968,80.911,64.161,94,4.48563,0.26206,0.70849,0.04252
ISS_231RI_EGAPMOVMP001_PRIME,24,2016-02-06T09:47:08,259.14,269.12,13.955,19.624,16.789,102.047,102.212,102.13,80.859,80.951,80.905,64.161,94,5.06097,0.47171,0.7997,0.07479
ISS_231RI_EGAPMOVMP001_PRIME,25,2016-02-06T09:30:36,269.14,279.12,13.806,26.04,19.923,102.018,102.249,102.133,80.644,80.957,80.801,64.161,94,4.42355,0.37153,0.7009,0.05831
ISS_231RI_EGAPMOVMP001_PRIME,26,2016-02-06T08:58:04,279.14,289.12,13.83,19.175,16.503,102.107,102.339,102.223,80.762,80.982,80.872,64.161,94,4.90459,0.38669,0.77336,0.05804
ISS_231RI_EGAPMOVMP001_PRIME,27,2016-02-06T08:41:32,289.14,299.12,13.696,18.773,16.235,102.152,102.379,102.265,80.774,80.991,80.882,64.161,94,5.32388,0.68984,0.83974,0.10727
ISS_231RI_EGAPMOVMP001_PRIME,28,2016-02-06T08:08:28,299.14,309.12,13.766,19.127,16.447,102.24,102.473,102.356,80.798,81.018,80.908,64.161,94,4.29173,0.38928,0.67465,0.06183
ISS_231RI_EGAPMOVMP001_PRIME,29,2016-02-06T07:51:56,309.14,319.12,13.688,25.628,19.658,102.285,102.513,102.399,80.736,81.027,80.881,64.161,94,3.9046,0.29733,0.61422,0.04626
ISS_231RI_EGAPMOVMP001_PRIME,30,2016-02-06T07:19:24,319.14,329.12,15.607,26.838,21.222,102.342,102.582,102.462,80.725,81.039,80.882,64.161,94,3.98107,0.25787,0.62975,0.04121
ISS_231RI_EGAPMOVMP001_PRIME,31,2016-02-06T07:02:52,329.14,339.12,14.067,21.36,17.714,102.419,102.626,102.523,80.813,81.048,80.93,64.161,94,4.40188,0.23803,0.69385,0.03633
